OTU_ID	IN_130_MCB_26_S_ITS_S70	IN_130_MCB_2_S_ITS_S69	IN_130_MCB_9_S_ITS_S22	IN_132_MCB_16_S_ITS_S23	IN_132_MCB_17_S_ITS_S71	IN_132_MCB_27_S_ITS_S24	IN_272_MCB_10_S_ITS_S31	IN_272_MCB_11_S_ITS_S79	IN_272_MCB_24_S_ITS_S72	IN_55_MCB_6_S_ITS_S20	IN_55_MCB_7_S_ITS_S68	IN_55_MCB_8_S_ITS_S21	IN_WT_MCB_28_S_ITS_S32	IN_WT_MCB_29_S_ITS_S80	IN_WT_MCB_33_S_ITS_S33	TN_130_A_S_ITS_S35	TN_130_B_S_ITS_S83	TN_130_C_S_ITS_S36	TN_132_A_S_ITS_S84	TN_132_B_S_ITS_S43	TN_132_C_S_ITS_S91	TN_272_A_S_ITS_S44	TN_272_B_S_ITS_S92	TN_272_C_S_ITS_S45	TN_55_A_S_ITS_S81	TN_55_B_S_ITS_S34	TN_55_C_S_ITS_S82	TN_LS_1_S_ITS_S93	TN_LS_2_S_ITS_S46	TN_LS_3_S_ITS_S94	TN_WT_MB_19_S_ITS_S47	TN_WT_MB_20_S_ITS_S95	TN_WT_MB_21_S_ITS_S48	WA130_BNL_20_S_ITS_S9	WA132_RN_7_S_ITS_S57	WA132_RN_8_S_ITS_S10	WA272_BNL_17_S_ITS_S59	WA272_BNL_18_S_ITS_S12	WA272_RN_10_S_ITS_S11	WA_55_BNL_19_S_ITS_S8	WA_55_RN_1_S_ITS_S7	WA_55_RN_2_S_ITS_S55	WA_WT_BNL_21_S_ITS_S60	WA_WT_BNL_22_S_ITS_S19	WA_WT_BNL_23_S_ITS_S67	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Otu00035	47	42	62	68	38	6	42	725	29	147	16	29	85	195	31	0	267	132	228	515	80	263	76	762	343	4	352	99	276	115	451	156	1054	5	0	0	16	0	0	0	0	0	7	94	13	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Chaetomium(100);s__Chaetomium_sp(98);	Chaetomium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Possible	Microfungus	Soft Rot	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926
Otu00032	26	46	12	33	14	18	3	21	18	1199	75	26	41	23	30	9	35	2	12	12	23	3	18	144	206	149	29	11	71	83	31	4	16	40	253	62	491	148	876	242	713	114	343	820	5	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Sporormiaceae(100);g__Preussia(100);s__Preussia_flanaganii(100);	Preussia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00036	0	0	0	0	0	0	0	670	0	0	0	0	0	32	0	0	1533	120	1028	83	0	1647	0	111	41	0	295	3	6	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Rozellomycota(100);c__Rozellomycotina_cls_Incertae_sedis(100);o__GS11(100);f__unclassified_GS11(100);g__unclassified_GS11(100);s__GS11_sp(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00034	68	74	0	0	0	114	19	0	0	0	18	0	103	0	1	5	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	312	0	1905	1	0	386	0	519	928	1041	1	0	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);o__Sordariales_unclassified(100);o__Sordariales_unclassified(100);o__Sordariales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00039	41	26	131	269	85	446	65	157	46	1	43	137	90	185	63	145	189	105	383	221	228	104	285	20	192	22	63	354	390	201	69	461	1	0	4	4	2	8	0	2	27	8	0	1	118	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Metarhizium(100);s__Metarhizium_marquandii(100);	Metarhizium	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00040	0	0	0	0	1	0	0	573	0	0	2	0	0	339	0	0	669	93	776	593	155	146	110	92	354	0	135	349	445	53	137	95	129	0	0	0	0	0	0	0	0	0	0	0	1	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Lophiostomataceae(100);f__Lophiostomataceae_unclassified(100);f__Lophiostomataceae_unclassified(100);	Lophiostomataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu00043	2	0	0	4	0	2	2	77	8	0	0	0	0	1	4	0	2	393	1	4	0	4340	0	17	1	0	0	0	278	0	4	0	36	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Lophiotremataceae(100);g__Lophiotrema(100);s__Lophiotrema_rubi(100);	Lophiotrema	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00037	9	19	298	351	106	121	10	0	113	27	15	228	540	5	338	126	0	10	0	0	0	29	29	0	0	11	0	0	20	0	0	0	11	375	105	325	332	172	228	86	175	26	770	44	43	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_elongata(100);	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
Otu00042	0	0	0	0	0	0	0	117	1	0	0	0	0	802	0	0	210	193	1065	510	1	416	0	45	199	0	188	198	367	42	240	231	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Chytridiomycota(100);c__Rhizophydiomycetes(97);o__Rhizophydiales(97);o__Rhizophydiales_unclassified(97);o__Rhizophydiales_unclassified(97);o__Rhizophydiales_unclassified(97);	-	-	-	-	-	-	-	Unassigned	-
Otu00044	17	15	1	7	11	16	24	40	69	5	35	6	20	10	140	90	6	0	15	9	217	5	66	23	31	69	0	531	21	153	1	6	252	774	17	38	329	15	726	17	5	2	663	0	46	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Volutella(100);g__Volutella_unclassified(100);	Volutella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
Otu00050	103	69	2	32	10	48	42	25	29	0	98	4	10	286	160	204	197	1	82	194	21	12	34	35	208	134	396	7	42	1774	81	16	37	0	0	0	0	0	0	0	0	0	0	0	25	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);s__Penicillium_cainii(95);	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Highly Probable	NULL	Mold, Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu00049	59	60	14	21	16	32	47	106	45	7	74	6	19	56	108	19	261	113	390	812	64	191	26	133	382	26	131	98	550	49	219	61	17	25	59	37	13	0	6	0	20	2	0	0	15	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymosphaeriaceae(100);g__Paraconiothyrium(100);g__Paraconiothyrium_unclassified(100);	Paraconiothyrium	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00054	9	75	20	82	18	8	19	232	42	5	40	22	104	311	44	48	86	94	165	244	492	150	290	349	160	70	134	112	181	146	97	93	278	10	0	1	10	2	14	0	1	2	10	12	6	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Ophiocordycipitaceae(100);g__Purpureocillium(100);s__Purpureocillium_lilacinum(75);	Purpureocillium	13	Pathotroph	Fungal Parasite	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00041	1	12	0	0	0	0	2	0	0	29	0	45	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	0	0	723	0	495	0	0	0	1334	823	1	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Psathyrellaceae(100);g__Psathyrella(100);s__Psathyrella_sp(96);	Psathyrella	13	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00057	36	122	248	116	17	65	27	0	95	146	21	121	29	14	401	688	9	12	0	6	25	0	1172	0	0	6	0	37	8	1	3	46	15	11	115	13	3	18	10	15	64	14	8	228	49	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Mrakiaceae(100);g__Tausonia(100);s__Tausonia_pullulans(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00052	347	251	33	44	73	18	52	101	93	162	118	121	146	204	6	6	56	120	25	48	48	268	60	93	49	131	58	29	206	290	117	64	31	83	18	0	123	9	45	1	1	8	178	9	90	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);o__Sordariales_unclassified(90);o__Sordariales_unclassified(90);o__Sordariales_unclassified(90);	-	-	-	-	-	-	-	Unassigned	-
Otu00038	5	4	0	0	0	0	0	0	0	3	0	0	3	0	10	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1036	74	6	326	0	52	560	1788	6	119	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);s__Penicillium_bialowiezense(100);	Penicillium	13	Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Highly Probable	NULL	Mold, Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu00045	545	257	3	11	27	171	95	3	26	15	1467	20	162	8	25	3	0	12	4	0	152	0	23	0	1	6	0	0	0	0	0	0	0	1	248	8	18	10	12	23	236	11	184	206	11	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Plectosphaerella(100);s__Plectosphaerella_cucumerina(100);	Plectosphaerella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00046	158	79	169	23	7	16	155	0	117	100	0	300	154	7	99	86	0	0	0	0	19	0	0	0	0	179	4	0	0	0	0	3	37	648	25	112	217	197	74	95	130	465	34	183	95	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);s__Mortierella_exigua(100);	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
Otu00061	0	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	6	0	8	0	0	1	1	0	0	0	1	1750	1	1569	11	589	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Rozellomycota(100);c__Rozellomycotina_cls_Incertae_sedis(100);o__GS11(100);f__unclassified_GS11(100);g__unclassified_GS11(100);s__GS11_sp(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00051	9	16	29	41	15	8	11	39	0	16	33	4	30	109	13	0	297	16	35	64	4	96	10	144	191	1	197	54	57	28	310	21	13	72	11	231	34	4	1243	33	19	18	197	115	19	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Alternaria(100);s__Alternaria_alternata(100);	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688
Otu00053	647	505	79	85	102	145	181	1	112	1	536	90	270	2	275	267	0	8	0	0	7	0	2	0	0	407	4	0	1	4	0	3	4	2	3	3	4	4	0	8	1	0	1	2	54	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Ganodermataceae(100);f__Ganodermataceae_unclassified(100);f__Ganodermataceae_unclassified(100);	Ganodermataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Polyporoid	White Rot	Lignicolous, causing sometimes agressive white rots of timber (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu00058	0	0	0	0	0	0	0	418	0	0	0	0	0	184	0	0	381	48	677	533	1	188	2	101	291	0	129	351	292	112	54	51	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Lophiostomataceae(100);f__Lophiostomataceae_unclassified(100);f__Lophiostomataceae_unclassified(100);	Lophiostomataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	1	0	3733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Gloeocystidiellaceae(100);g__Gloeocystidiellum(100);s__Gloeocystidiellum_porosum(100);	Gloeocystidiellum	13	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00047	0	0	32	0	3469	7	0	0	137	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	k__Fungi(100);p__Rozellomycota(100);c__Rozellomycotina_cls_Incertae_sedis(100);o__GS11(100);f__unclassified_GS11(100);g__unclassified_GS11(100);s__GS11_sp(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00055	144	263	129	132	59	90	63	23	113	43	77	68	97	1	48	70	0	4	12	8	0	3	0	10	1	54	27	52	11	19	1	138	19	321	48	189	395	73	242	48	73	74	264	35	80	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Gibellulopsis(100);s__Gibellulopsis_piscis(100);	Gibellulopsis	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00048	0	0	0	0	0	0	0	0	0	372	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	108	129	455	431	266	43	392	276	137	930	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);o__Xylariales_unclassified(100);o__Xylariales_unclassified(100);o__Xylariales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00056	0	0	7	0	0	3	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	642	0	1	812	0	932	0	0	1	1011	0	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);c__Sordariomycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00062	419	792	0	3	7	24	519	0	1	0	324	7	814	0	12	1	0	0	0	0	145	0	11	0	0	171	0	0	0	0	0	0	46	0	17	0	0	0	22	0	14	0	3	0	1	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Plectosphaerella(100);g__Plectosphaerella_unclassified(100);	Plectosphaerella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00067	3	13	29	319	22	0	44	12	209	0	52	304	67	9	645	884	99	14	2	0	0	13	0	4	0	209	22	20	53	35	12	11	0	0	0	0	0	1	0	5	0	5	0	0	105	k__Fungi(100);p__Mortierellomycota(100);c__Mortierellomycetes(100);o__Mortierellales(100);f__Mortierellaceae(100);g__Mortierella(100);g__Mortierella_unclassified(100);	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688; Purahong W, et al. 2016. Molecular Ecology 25:4059-407
Otu00070	49	46	40	190	22	78	282	121	32	0	33	0	78	57	3	27	67	102	67	180	494	147	336	102	84	16	18	72	47	18	44	53	252	0	0	0	2	0	0	0	0	0	0	0	63	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymellaceae(100);f__Didymellaceae_unclassified(65);f__Didymellaceae_unclassified(65);	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
Otu00065	67	221	0	1	34	598	54	0	45	349	46	5	36	0	0	0	0	0	0	0	27	0	0	0	0	166	0	0	0	0	0	0	6	134	91	232	79	4	56	415	63	25	207	198	28	k__Fungi(100);p__Ascomycota(100);c__Pezizomycetes(100);o__Pezizales(100);f__Pyronemataceae(100);g__unclassified_Pyronemataceae(100);s__Pyronemataceae_sp(100);	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Possible	Gasteroid-Pezizoid	NULL	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu00064	690	740	0	22	74	667	34	0	0	0	222	1	381	0	0	0	0	0	0	0	80	0	0	0	0	168	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	k__Fungi(100);p__Rozellomycota(100);c__Rozellomycotina_cls_Incertae_sedis(100);o__GS10(100);f__unclassified_GS10(100);g__unclassified_GS10(100);s__GS10_sp(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00063	234	141	38	77	69	149	10	5	279	0	55	112	31	101	0	0	0	183	16	0	60	7	21	2	6	0	0	8	13	2	0	11	28	568	6	0	538	0	13	3	10	0	94	0	133	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Cucurbitariaceae(100);g__Pyrenochaetopsis(100);s__Pyrenochaetopsis_leptospora(100);	Pyrenochaetopsis	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]
Otu00072	49	126	0	0	0	4	2	32	7	0	114	0	35	7	0	9	1011	5	12	1	3	27	9	162	104	5	211	51	12	281	4	729	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Thyridariaceae(100);f__Thyridariaceae_unclassified(100);f__Thyridariaceae_unclassified(100);	Thyridariaceae	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu00060	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	129	394	404	489	50	223	365	396	67	386	0	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Gibellulopsis(100);s__Gibellulopsis_piscis(100);	Gibellulopsis	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00073	27	25	364	547	32	119	20	1	63	24	136	458	165	201	279	67	2	8	6	11	1	1	41	0	3	105	0	3	0	0	1	0	2	10	0	0	9	0	25	0	0	0	27	16	108	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);o__Hypocreales_unclassified(72);o__Hypocreales_unclassified(72);o__Hypocreales_unclassified(72);	Hypocreales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
Otu00085	4	5	12	15	11	5	17	88	49	0	5	16	5	34	6	12	122	14	51	117	25	143	30	63	156	9	119	589	235	50	140	660	1	0	0	0	0	1	0	0	3	0	0	0	13	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreaceae(100);g__Trichoderma(100);s__Trichoderma_spirale(100);	Trichoderma	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Epiphyt-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	Cause of soft-rot (Seehann et al. 1975)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Andrews JH, et al. 1983. Phytopathology 73:228-234; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu00068	106	44	2	23	21	27	24	44	5	32	34	8	31	38	15	3	80	5	43	27	14	30	12	46	57	7	77	50	100	12	71	41	62	152	34	18	225	41	616	23	36	37	374	35	19	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Gibberella(100);s__Gibberella_tricincta(100);	Gibberella	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00066	79	57	43	24	15	69	56	0	43	57	28	19	86	0	247	87	0	0	0	0	0	0	21	0	0	56	0	0	0	0	0	0	0	19	445	8	18	789	4	53	117	64	118	117	61	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Nectria(100);s__Nectria_ramulariae(100);	Nectria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	NULL	Hirooka Y, et al. 2012. Studies in Mycology 71:1-210; Tedersoo L, et al. 2014. Science 346:1256688
Otu00074	29	24	190	234	78	49	29	82	490	3	31	50	167	93	29	222	3	98	56	0	40	27	30	12	2	0	6	12	0	10	34	2	33	18	30	23	13	0	2	239	0	4	23	4	263	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Thyridariaceae(100);g__Roussoella(100);g__Roussoella_unclassified(100);	Roussoella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu00091	0	0	0	2	0	4	112	0	0	0	3	0	1	0	0	0	0	0	0	0	1763	0	719	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	4	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu00079	1	2	58	72	0	658	2	109	34	0	13	0	0	35	867	203	24	40	30	24	4	76	31	2	11	5	46	9	17	21	11	156	1	0	4	31	0	11	0	34	9	26	0	1	45	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);f__Chaetosphaeriaceae_unclassified(100);f__Chaetosphaeriaceae_unclassified(100);	Chaetosphaeriaceae	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Microfungus	NULL	Saprobes associated with decaying woody and herbaceous plant material, including timber and timber products in damp buildings (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
