OTU_ID	IN_MCB10_272s_S46_L001_R1_001	IN_MCB11_272s_S7_L001_R1_001	IN_MCB16_132s_S70_L001_R1_001	IN_MCB17_132s_S78_L001_R1_001	IN_MCB24_272s_S94_L001_R1_001	IN_MCB26_130s_S62_L001_R1_001	IN_MCB27_132s_S86_L001_R1_001	IN_MCB28_WTs_S15_L001_R1_001	IN_MCB2_130s_S38_L001_R1_001	IN_MCB6_55s_S14_L001_R1_001	IN_MCB7_55s_S22_L001_R1_001	IN_MCB9_130s_S54_L001_R1_001	IN_WT_MCB_29s_S23_L001_R1	IN_WT_MCB_33s_S31_L001_R1	TN_130_As_S71_L001_R1_001	TN_130_Bs_S79_L001_R1_001	TN_130_Cs_S87_L001_R1_001	TN_132_As_S95_L001_R1_001	TN_132_Bs_S47_L001_R1_001	TN_132_Cs_S8_L001_R1_001	TN_272_As_S16_L001_R1_001	TN_272_Bs_S24_L001_R1_001	TN_272_Cs_S32_L001_R1_001	TN_55_As_S39_L001_R1_001	TN_55_Bs_S55_L001_R1_001	TN_55_Cs_S63_L001_R1_001	TN_LS_1s_S40_L001_R1_001	TN_LS_2s_S56_L001_R1_001	TN_LS_3s_S64_L001_R1_001	TN_WT_MB_19s_S72_L001_R1	TN_WT_MB_20s_S80_L001_R1	TN_WT_MB_21s_S88_L001_R1	WA_BNL17_272s_S77_L001_R1_001	WA_BNL18_272s_S85_L001_R1_001	WA_BNL19_55s_S13_L001_R1_001	WA_BNL20_130s_S29_L001_R1_001	WA_BNL21_WTs_S93_L001_R1_001	WA_BNL22_WTs_S45_L001_R1_001	WA_BNL23_WTs_S6_L001_R1_001	WA_RN10_272s_S69_L001_R1_001	WA_RN1_55s_S44_L001_R1_001	WA_RN2_55s_S5_L001_R1_001	WA_RN4_130s_S21_L001_R1_001	WA_RN7_132s_S37_L001_R1_001	WA_RN8_132s_S53_L001_R1_001	WA_RN9_132s_S61_L001_R1_001	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
Otu0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	145	1	0	0	0	0	0	0	441	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);c__Leotiomycetes_unclassified(97);c__Leotiomycetes_unclassified(97);c__Leotiomycetes_unclassified(97);c__Leotiomycetes_unclassified(97);	-	-	-	-	-	-	-	Unassigned	-
Otu0063	39	2	32	17	0	1	4	1	0	27	32	0	16	0	0	46	19	2	1	61	8	1	7	0	25	0	1	11	75	128	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0061	15	28	5	37	33	6	58	34	16	34	9	6	31	32	0	0	0	0	0	0	1	0	0	1	15	2	17	37	33	16	71	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(69);p__Ascomycota_unclassified(69);p__Ascomycota_unclassified(69);p__Ascomycota_unclassified(69);p__Ascomycota_unclassified(69);	-	-	-	-	-	-	-	Unassigned	-
Otu0067	0	0	2	100	0	0	0	0	0	0	0	0	0	0	0	5	13	22	6	1	3	0	396	0	2	1	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymellaceae(100);f__Didymellaceae_unclassified(100);f__Didymellaceae_unclassified(100);	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
Otu0068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	3	120	132	9	8	22	11	90	48	32	1	0	0	28	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	41	62	38	35	153	10	35	16	13	14	10	9	40	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);p__Ascomycota_unclassified(96);	-	-	-	-	-	-	-	Unassigned	-
Otu0082	2	10	4	11	0	8	7	0	1	10	0	0	0	4	0	5	1	9	4	5	2	40	0	170	99	10	19	70	2	12	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Caliciales(100);f__Physciaceae(100);g__Physcia(100);g__Physcia_unclassified(97);	Physcia	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0069	32	30	17	81	20	50	19	0	1	19	10	13	31	2	7	12	5	1	13	4	12	0	25	16	17	5	2	2	7	5	40	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymosphaeriaceae(100);g__unclassified_Didymosphaeriaceae(100);s__Didymosphaeriaceae_sp(100);	Didymosphaeriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Massimo NC, et al. 2015. Microbial Ecology 70:61-76
Otu0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	10	17	38	48	2	16	77	10	125	87	19	28	32	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Cystobasidiomycetes_ord_Incertae_sedis(100);f__Buckleyzymaceae(100);g__Buckleyzyma(100);s__Buckleyzyma_aurantiaca(100);	Buckleyzyma	13	Saprotroph	Undefined Saprotroph	Probable	Yeast	NULL	NULL	Wang QM, et al. 2015. Studies in Mycology 81:149-189 (https://doi.org/10.1016/j.simyco.2015.12.002)
Otu0066	31	22	13	23	40	19	47	25	26	19	20	10	33	30	0	0	0	13	0	1	0	0	0	1	1	0	55	34	6	10	25	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Rhinocladiella(100);s__Rhinocladiella_sp(100);	Rhinocladiella	13	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Facultative Yeast	Soft Rot	NULL	Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688
Otu0077	0	0	0	0	3	0	0	0	0	2	0	0	0	0	12	4	0	10	12	8	25	9	134	96	119	18	0	2	1	8	32	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	59	92	16	46	4	4	39	1	37	2	98	1	18	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	6	13	23	4	47	3	51	8	1	4	72	7	53	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Coniothyriaceae(99);f__Coniothyriaceae_unclassified(99);f__Coniothyriaceae_unclassified(99);	-	-	-	-	-	-	-	Unassigned	-
Otu0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	65	17	0	182	55	0	5	0	0	2	5	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Botryosphaeriales(100);f__Botryosphaeriaceae(100);g__Botryosphaeria(100);g__Botryosphaeria_unclassified(100);	Botryosphaeria	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688; Christian N, et al. 2016. Microbial Ecology 72:621-632; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu0046	0	0	0	0	0	0	0	0	1	0	467	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	48	22	3	35	36	33	69	26	30	5	14	15	72	k__Fungi(100);p__Ascomycota(100);c__Arthoniomycetes(100);o__Lichenostigmatales(100);f__Phaeococcomycetaceae(100);g__Phaeococcomyces(100);s__Phaeococcomyces_sp(100);	Phaeococcomyces	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
Otu0071	32	10	9	1	12	0	0	75	36	10	1	231	31	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0084	2	2	12	0	33	0	7	25	37	29	48	20	11	50	0	0	0	0	0	0	0	0	0	0	0	0	84	74	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu0089	0	13	2	6	3	0	0	0	0	0	0	1	378	0	0	0	0	0	1	2	0	0	0	0	0	0	9	20	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Caliciales(100);f__Physciaceae(100);g__Phaeophyscia(100);g__Phaeophyscia_unclassified(100);	Phaeophyscia	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	2	6	52	13	257	0	8	24	24	3	0	22	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Tremellaceae(100);g__Cryptococcus(100);s__Cryptococcus_cuniculi(100);	Cryptococcus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph	Possible	Yeast	NULL	NULL	Andrews JH, et al. 1983. Phytopathology 73:228-234; Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego
Otu0093	13	6	12	69	7	4	23	0	1	8	2	9	86	0	0	1	0	0	0	1	0	0	0	4	5	0	23	36	0	4	22	79	0	0	0	0	0	0	0	8	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Caliciales(100);f__Physciaceae(100);g__Phaeophyscia(100);g__Phaeophyscia_unclassified(100);	Phaeophyscia	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
Otu0098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	33	7	17	0	3	116	98	30	3	15	87	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);f__Trichomeriaceae_unclassified(93);f__Trichomeriaceae_unclassified(93);	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
Otu0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	48	12	4	18	93	0	136	2	28	13	10	8	12	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	87	0	11	1	23	73	1	7	93	85	6	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(72);f__Phaeosphaeriaceae_unclassified(71);f__Phaeosphaeriaceae_unclassified(71);	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu0085	0	1	0	0	0	0	6	6	12	0	0	0	1	0	0	1	14	54	0	2	2	3	0	0	0	1	0	26	5	1	227	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Periconiaceae(100);g__Periconia(100);s__Periconia_macrospinosa(100);	Periconia	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	Soft Rot	Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host - Asteraceae, Musaceae (Costa et al. 2012)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Costa IPMW, et al. 2012. Mycotaxon 119:26; Mandyam K, et al. 2012. Mycorrhiza 22:109-119; Knapp DG, et al. 2012. PLOS ONE 7:e32570; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu0075	3	11	9	0	3	1	114	31	36	61	63	40	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Orbiliomycetes(100);o__Orbiliales(100);f__Orbiliaceae(100);g__Orbilia(100);g__Orbilia_unclassified(100);	Orbilia	13	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688
Otu0091	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	26	2	2	8	2	216	12	50	7	13	12	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);c__Lecanoromycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0070	15	67	25	28	9	8	6	35	20	26	51	23	45	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0103	5	0	4	2	3	3	1	2	1	0	2	3	2	10	0	4	1	2	0	0	6	2	3	1	26	2	49	46	161	2	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);f__Trichomeriaceae_unclassified(93);f__Trichomeriaceae_unclassified(93);	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
Otu0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	62	0	77	0	0	0	1	4	68	10	1	3	0	56	30	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0080	17	3	6	0	0	2	15	44	41	46	61	87	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0090	0	1	16	19	0	0	140	0	43	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0083	2	0	0	0	9	0	0	8	51	0	87	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	17	10	28	6	8	22	15	33	14	39	85	32	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0096	43	5	3	0	0	0	0	0	0	0	0	0	0	25	1	0	1	12	40	7	1	3	1	0	0	25	0	0	56	82	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	33	20	16	41	9	5	14	1	135	11	12	3	7	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(100);g__Aureobasidium(100);s__Aureobasidium_pullulans(100);	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Possible	Facultative Yeast	NULL	NULL	Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; Wachowska U, Glowacka K. 2014. Biocontrol 59:pp 635-645; Irinyia L, Lacknerb M, de Hoog GS, Meyer W. 2016. Fungal Biology 120:125-136; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
Otu0104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	9	4	22	31	45	23	26	7	73	15	20	5	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(85);p__Ascomycota_unclassified(85);p__Ascomycota_unclassified(85);p__Ascomycota_unclassified(85);p__Ascomycota_unclassified(85);	-	-	-	-	-	-	-	Unassigned	-
Otu0086	36	26	0	9	20	0	96	33	14	11	18	13	2	16	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0113	6	18	0	0	1	1	0	68	4	4	7	6	2	3	0	1	0	0	6	0	3	0	1	0	80	0	52	0	3	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Teichosporaceae(100);g__unclassified_Teichosporaceae(100);s__Teichosporaceae_sp(100);	Teichosporaceae	9	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic in plant material (Jaklitsch et al. 2016)	Jaklitsch WM, Olariaga I, Voglmayr H. 2016. Mycological Progress 15:e31
Otu0100	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	18	36	27	53	41	0	0	76	2	19	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);f__Herpotrichiellaceae_unclassified(100);f__Herpotrichiellaceae_unclassified(100);	Herpotrichiellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
Otu0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	67	3	11	50	0	4	95	39	9	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0124	0	0	0	0	1	0	2	0	0	4	0	1	0	0	79	25	2	4	4	1	16	3	11	0	1	69	5	2	5	2	2	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__unclassified_Trichomeriaceae(96);s__Trichomeriaceae_sp(96);	Trichomeriaceae	9	Symbiotroph	Epiphyte	Probable	Microfungus	NULL	Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)	Chomnunti P, et al. 2012. Fungal Diversity 56:63-76
Otu0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	11	1	14	161	13	0	3	32	10	0	0	0	2	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	-	-	-	-	-	-	-	Unassigned	-
Otu0128	2	2	3	0	10	0	6	3	5	3	3	2	1	4	0	0	0	3	0	0	0	2	0	5	41	0	38	24	44	2	24	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);p__Ascomycota_unclassified(99);	-	-	-	-	-	-	-	Unassigned	-
Otu0105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	7	30	57	29	4	23	35	6	34	27	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);g__Rachicladosporium_unclassified(68);	-	-	-	-	-	-	-	Unassigned	-
Otu0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	4	1	2	2	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(100);f__Melanommataceae_unclassified(100);f__Melanommataceae_unclassified(100);	Melanommataceae	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic on wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
